"id","tml_cd","stack_date","stack_hour","capa_tier_avail","capa_tier_max","num_tier_avail","num_tier_max","num_bay","num_row","ground_slot_ttl","ground_slot_occ","van_f_20","van_f_40","van_m_20","van_m_40","van_clss_ex","van_clss_im","van_clss_ts","van_clss_sh","van_clss_st","log_dt"
131131,SAA,"20260302","20",32940,35652,99,115,802,230,8361,2379,579,1270,638,1840,86,1808,0,0,2433,2026-03-03 13:05:00.011
131130,SAA,"20260302","04",32940,35652,99,115,802,230,8361,2396,592,1395,600,1747,86,1946,0,0,2302,2026-03-03 13:05:00.011
131129,SAA,"20260302","19",32940,35652,99,115,802,230,8361,2393,579,1286,638,1840,86,1824,0,0,2433,2026-03-03 13:05:00.011
131146,SAA,"20260303","01",32940,35652,99,115,802,230,8361,2387,562,1252,659,1853,86,1773,0,0,2467,2026-03-03 13:05:00.011
131145,SAA,"20260303","03",32940,35652,99,115,802,230,8361,2389,562,1252,659,1854,86,1773,0,0,2468,2026-03-03 13:05:00.011
131144,SAA,"20260303","00",32940,35652,99,115,802,230,8361,2387,562,1252,659,1853,86,1773,0,0,2467,2026-03-03 13:05:00.011
131143,SAA,"20260303","06",32940,35652,99,115,802,230,8361,2389,562,1252,659,1854,86,1773,0,0,2468,2026-03-03 13:05:00.011
131142,SAA,"20260302","08",32940,35652,99,115,802,230,8361,2396,592,1395,600,1747,86,1946,0,0,2302,2026-03-03 13:05:00.011
131141,SAA,"20260302","05",32940,35652,99,115,802,230,8361,2396,592,1395,600,1747,86,1946,0,0,2302,2026-03-03 13:05:00.011
131140,SAA,"20260302","16",32940,35652,99,115,802,230,8361,2400,585,1365,628,1785,86,1909,0,0,2368,2026-03-03 13:05:00.011
131147,SAA,"20260303","04",32940,35652,99,115,802,230,8361,2389,562,1252,659,1854,86,1773,0,0,2468,2026-03-03 13:05:00.011
131119,SAA,"20260302","12",32940,35652,99,115,802,230,8361,2396,592,1395,600,1747,86,1946,0,0,2302,2026-03-03 13:05:00.011
131120,SAA,"20260302","21",32940,35652,99,115,802,230,8361,2381,578,1269,638,1840,86,1806,0,0,2433,2026-03-03 13:05:00.011
131121,SAA,"20260302","06",32940,35652,99,115,802,230,8361,2396,592,1395,600,1747,86,1946,0,0,2302,2026-03-03 13:05:00.011
131122,SAA,"20260302","10",32940,35652,99,115,802,230,8361,2396,592,1395,600,1747,86,1946,0,0,2302,2026-03-03 13:05:00.011
131123,SAA,"20260302","00",32940,35652,99,115,802,230,8361,2403,604,1426,598,1743,86,1989,0,0,2296,2026-03-03 13:05:00.011
131124,SAA,"20260302","17",32940,35652,99,115,802,230,8361,2393,585,1344,631,1797,86,1888,0,0,2383,2026-03-03 13:05:00.011
131125,SAA,"20260302","13",32940,35652,99,115,802,230,8361,2396,592,1395,600,1747,86,1946,0,0,2302,2026-03-03 13:05:00.011
131148,SAA,"20260303","02",32940,35652,99,115,802,230,8361,2389,562,1252,659,1854,86,1773,0,0,2468,2026-03-03 13:05:00.011
131149,SAA,"20260303","07",32940,35652,99,115,802,230,8361,2389,562,1252,659,1854,86,1773,0,0,2468,2026-03-03 13:05:00.011
131150,SAA,"20260303","05",32940,35652,99,115,802,230,8361,2389,562,1252,659,1854,86,1773,0,0,2468,2026-03-03 13:05:00.011
131126,SAA,"20260302","03",32940,35652,99,115,802,230,8361,2396,592,1397,600,1746,86,1948,0,0,2301,2026-03-03 13:05:00.011
131127,SAA,"20260302","15",32940,35652,99,115,802,230,8361,2406,589,1387,620,1772,86,1935,0,0,2347,2026-03-03 13:05:00.011
131128,SAA,"20260302","01",32940,35652,99,115,802,230,8361,2396,598,1408,600,1746,86,1965,0,0,2301,2026-03-03 13:05:00.011
131139,SAA,"20260302","09",32940,35652,99,115,802,230,8361,2396,592,1395,600,1747,86,1946,0,0,2302,2026-03-03 13:05:00.011
131138,SAA,"20260302","11",32940,35652,99,115,802,230,8361,2396,592,1395,600,1747,86,1946,0,0,2302,2026-03-03 13:05:00.011
131137,SAA,"20260302","18",32940,35652,99,115,802,230,8361,2386,582,1308,631,1825,86,1849,0,0,2411,2026-03-03 13:05:00.011
131136,SAA,"20260302","07",32940,35652,99,115,802,230,8361,2396,592,1395,600,1747,86,1946,0,0,2302,2026-03-03 13:05:00.011
131135,SAA,"20260302","02",32940,35652,99,115,802,230,8361,2399,593,1404,600,1746,86,1956,0,0,2301,2026-03-03 13:05:00.011
131134,SAA,"20260302","22",32940,35652,99,115,802,230,8361,2393,576,1266,653,1852,86,1801,0,0,2460,2026-03-03 13:05:00.011
131133,SAA,"20260302","14",32940,35652,99,115,802,230,8361,2401,592,1395,603,1762,86,1946,0,0,2320,2026-03-03 13:05:00.011
131132,SAA,"20260302","23",32940,35652,99,115,802,230,8361,2391,564,1264,659,1853,86,1787,0,0,2467,2026-03-03 13:05:00.011
130772,SAA,"20260301","09",32940,35652,99,115,802,230,8361,2397,609,1428,587,1727,365,1996,0,0,1990,2026-03-02 23:05:00.015
130774,SAA,"20260301","05",32940,35652,99,115,802,230,8361,2397,609,1428,587,1727,365,1996,0,0,1990,2026-03-02 23:05:00.015
130775,SAA,"20260301","08",32940,35652,99,115,802,230,8361,2397,609,1428,587,1727,365,1996,0,0,1990,2026-03-02 23:05:00.015
130752,SAA,"20260301","12",32940,35652,99,115,802,230,8361,2397,609,1428,587,1727,365,1996,0,0,1990,2026-03-02 23:05:00.015
130753,SAA,"20260301","10",32940,35652,99,115,802,230,8361,2397,609,1428,587,1727,365,1996,0,0,1990,2026-03-02 23:05:00.015
130754,SAA,"20260301","06",32940,35652,99,115,802,230,8361,2397,609,1428,587,1727,365,1996,0,0,1990,2026-03-02 23:05:00.015
130755,SAA,"20260301","21",32940,35652,99,115,802,230,8361,2397,609,1428,587,1727,86,1996,0,0,2269,2026-03-02 23:05:00.015
130756,SAA,"20260301","00",32940,35652,99,115,802,230,8361,2397,609,1428,587,1727,365,1996,0,0,1990,2026-03-02 23:05:00.015
130757,SAA,"20260301","13",32940,35652,99,115,802,230,8361,2397,609,1428,587,1727,365,1996,0,0,1990,2026-03-02 23:05:00.015
130758,SAA,"20260301","17",32940,35652,99,115,802,230,8361,2397,609,1428,587,1727,86,1996,0,0,2269,2026-03-02 23:05:00.015
130759,SAA,"20260301","03",32940,35652,99,115,802,230,8361,2397,609,1428,587,1727,365,1996,0,0,1990,2026-03-02 23:05:00.015
130760,SAA,"20260301","15",32940,35652,99,115,802,230,8361,2397,609,1428,587,1727,86,1996,0,0,2269,2026-03-02 23:05:00.015
130761,SAA,"20260301","01",32940,35652,99,115,802,230,8361,2397,609,1428,587,1727,365,1996,0,0,1990,2026-03-02 23:05:00.015
130762,SAA,"20260301","19",32940,35652,99,115,802,230,8361,2397,609,1428,587,1727,86,1996,0,0,2269,2026-03-02 23:05:00.015
130763,SAA,"20260301","04",32940,35652,99,115,802,230,8361,2397,609,1428,587,1727,365,1996,0,0,1990,2026-03-02 23:05:00.015
130764,SAA,"20260301","20",32940,35652,99,115,802,230,8361,2397,609,1428,587,1727,86,1996,0,0,2269,2026-03-02 23:05:00.015
130765,SAA,"20260301","23",32940,35652,99,115,802,230,8361,2401,609,1428,592,1732,86,1996,0,0,2279,2026-03-02 23:05:00.015
130766,SAA,"20260301","14",32940,35652,99,115,802,230,8361,2397,609,1428,587,1727,365,1996,0,0,1990,2026-03-02 23:05:00.015
130767,SAA,"20260301","22",32940,35652,99,115,802,230,8361,2397,609,1428,587,1729,86,1996,0,0,2271,2026-03-02 23:05:00.015
130768,SAA,"20260301","02",32940,35652,99,115,802,230,8361,2397,609,1428,587,1727,365,1996,0,0,1990,2026-03-02 23:05:00.015
130769,SAA,"20260301","07",32940,35652,99,115,802,230,8361,2397,609,1428,587,1727,365,1996,0,0,1990,2026-03-02 23:05:00.015
130770,SAA,"20260301","18",32940,35652,99,115,802,230,8361,2397,609,1428,587,1727,86,1996,0,0,2269,2026-03-02 23:05:00.015
130771,SAA,"20260301","11",32940,35652,99,115,802,230,8361,2397,609,1428,587,1727,365,1996,0,0,1990,2026-03-02 23:05:00.015
130773,SAA,"20260301","16",32940,35652,99,115,802,230,8361,2397,609,1428,587,1727,86,1996,0,0,2269,2026-03-02 23:05:00.015
130021,SAA,"20260228","21",32940,35652,99,115,802,230,8361,2397,609,1428,587,1727,365,1996,0,0,1990,2026-03-01 23:05:00.011
130020,SAA,"20260228","12",32940,35652,99,115,802,230,8361,2412,660,1504,553,1695,54,2155,0,0,2203,2026-03-01 23:05:00.011
130041,SAA,"20260228","16",32940,35652,99,115,802,230,8361,2405,626,1474,573,1706,364,2059,1,0,1955,2026-03-01 23:05:00.011
130031,SAA,"20260228","04",32940,35652,99,115,802,230,8361,2472,722,1680,513,1646,128,2376,0,0,2057,2026-03-01 23:05:00.011
130032,SAA,"20260228","23",32940,35652,99,115,802,230,8361,2397,609,1428,587,1727,365,1996,0,0,1990,2026-03-01 23:05:00.011
130033,SAA,"20260228","20",32940,35652,99,115,802,230,8361,2397,609,1428,587,1727,365,1996,0,0,1990,2026-03-01 23:05:00.011
130034,SAA,"20260228","14",32940,35652,99,115,802,230,8361,2405,654,1489,562,1716,54,2134,0,0,2233,2026-03-01 23:05:00.011
130035,SAA,"20260228","22",32940,35652,99,115,802,230,8361,2397,609,1428,587,1727,365,1996,0,0,1990,2026-03-01 23:05:00.011
130036,SAA,"20260228","02",32940,35652,99,115,802,230,8361,2545,720,1704,515,1746,292,2346,0,0,2047,2026-03-01 23:05:00.011
130043,SAA,"20260228","08",32940,35652,99,115,802,230,8361,2426,688,1611,531,1645,54,2290,0,0,2131,2026-03-01 23:05:00.011
130037,SAA,"20260228","07",32940,35652,99,115,802,230,8361,2439,693,1645,527,1628,54,2329,0,0,2110,2026-03-01 23:05:00.011
130038,SAA,"20260228","18",32940,35652,99,115,802,230,8361,2396,613,1428,584,1721,365,2000,0,0,1981,2026-03-01 23:05:00.011
130039,SAA,"20260228","11",32940,35652,99,115,802,230,8361,2406,658,1513,544,1684,54,2162,0,0,2183,2026-03-01 23:05:00.011
130042,SAA,"20260228","05",32940,35652,99,115,802,230,8361,2475,722,1680,516,1653,128,2376,0,0,2067,2026-03-01 23:05:00.011
130030,SAA,"20260228","19",32940,35652,99,115,802,230,8361,2398,610,1428,587,1726,365,1997,0,0,1989,2026-03-01 23:05:00.011
130029,SAA,"20260228","01",32940,35652,99,115,802,230,8361,2550,705,1693,536,1750,337,2301,0,0,2046,2026-03-01 23:05:00.011
130040,SAA,"20260228","09",32940,35652,99,115,802,230,8361,2430,688,1600,538,1666,54,2279,0,0,2159,2026-03-01 23:05:00.011
130028,SAA,"20260228","15",32940,35652,99,115,802,230,8361,2404,637,1484,571,1709,333,2111,1,0,1956,2026-03-01 23:05:00.011
130027,SAA,"20260228","03",32940,35652,99,115,802,230,8361,2515,744,1680,513,1712,217,2376,0,0,2056,2026-03-01 23:05:00.011
130026,SAA,"20260228","17",32940,35652,99,115,802,230,8361,2398,625,1435,579,1719,365,2019,0,0,1974,2026-03-01 23:05:00.011
130025,SAA,"20260228","13",32940,35652,99,115,802,230,8361,2413,660,1502,562,1707,54,2153,0,0,2224,2026-03-01 23:05:00.011
130024,SAA,"20260228","00",32940,35652,99,115,802,230,8361,2537,679,1664,554,1759,372,2246,0,0,2038,2026-03-01 23:05:00.011
130023,SAA,"20260228","06",32940,35652,99,115,802,230,8361,2473,712,1676,519,1658,107,2376,0,0,2082,2026-03-01 23:05:00.011
130022,SAA,"20260228","10",32940,35652,99,115,802,230,8361,2418,674,1558,540,1675,54,2223,0,0,2170,2026-03-01 23:05:00.011
129295,SAA,"20260227","03",31950,34482,92,107,742,221,8091,2671,513,1507,747,1974,458,1771,0,0,2512,2026-02-28 23:05:00.007
129294,SAA,"20260227","13",32220,34752,95,110,772,224,8181,2588,587,1487,694,1870,747,1884,0,0,2007,2026-02-28 23:05:00.007
129293,SAA,"20260227","17",32940,35652,99,115,802,230,8361,2608,587,1572,695,1872,747,1969,0,0,2010,2026-02-28 23:05:00.007
129292,SAA,"20260227","00",32220,34752,95,110,772,224,8181,2712,464,1519,781,2014,602,1658,0,8,2510,2026-02-28 23:05:00.007
129291,SAA,"20260227","06",31950,34482,92,107,742,221,8091,2648,513,1513,743,1927,390,1794,0,0,2512,2026-02-28 23:05:00.007
129290,SAA,"20260227","10",32220,34752,95,110,772,224,8181,2641,587,1519,693,1924,835,1884,0,0,2004,2026-02-28 23:05:00.007
129289,SAA,"20260227","21",32940,35652,99,115,802,230,8361,2613,675,1689,582,1866,588,2200,0,0,2024,2026-02-28 23:05:00.007
129288,SAA,"20260227","12",32220,34752,95,110,772,224,8181,2600,587,1487,694,1888,765,1884,0,0,2007,2026-02-28 23:05:00.007
129311,SAA,"20260227","08",31950,34482,92,107,742,221,8091,2640,535,1529,698,1921,339,1832,0,0,2512,2026-02-28 23:05:00.007
129310,SAA,"20260227","05",31950,34482,92,107,742,221,8091,2655,517,1516,743,1940,412,1792,0,0,2512,2026-02-28 23:05:00.007
129309,SAA,"20260227","16",32220,34752,95,110,772,224,8181,2582,587,1487,694,1872,747,1884,0,0,2009,2026-02-28 23:05:00.007
129308,SAA,"20260227","09",31950,34482,92,107,742,221,8091,2646,561,1529,699,1921,851,1858,0,0,2001,2026-02-28 23:05:00.007
129307,SAA,"20260227","11",32220,34752,95,110,772,224,8181,2620,587,1487,694,1923,801,1884,0,0,2006,2026-02-28 23:05:00.007
129306,SAA,"20260227","18",32940,35652,99,115,802,230,8361,2636,619,1650,692,1872,744,2079,0,0,2010,2026-02-28 23:05:00.007
129305,SAA,"20260227","07",31950,34482,92,107,742,221,8091,2642,525,1522,712,1921,353,1815,0,0,2512,2026-02-28 23:05:00.007
129304,SAA,"20260227","02",32220,34752,95,110,772,224,8181,2682,497,1516,755,1977,495,1733,0,6,2511,2026-02-28 23:05:00.007
129303,SAA,"20260227","22",32940,35652,99,115,802,230,8361,2569,675,1653,570,1838,504,2200,0,0,2032,2026-02-28 23:05:00.007
129302,SAA,"20260227","14",32220,34752,95,110,772,224,8181,2588,587,1487,694,1870,747,1884,0,0,2007,2026-02-28 23:05:00.007
129301,SAA,"20260227","23",32940,35652,99,115,802,230,8361,2534,668,1651,561,1788,424,2207,0,0,2037,2026-02-28 23:05:00.007
129300,SAA,"20260227","20",32940,35652,99,115,802,230,8361,2645,661,1706,637,1867,677,2183,0,0,2011,2026-02-28 23:05:00.007
129299,SAA,"20260227","04",31950,34482,92,107,742,221,8091,2655,517,1516,743,1940,412,1792,0,0,2512,2026-02-28 23:05:00.007
129298,SAA,"20260227","19",32940,35652,99,115,802,230,8361,2650,651,1703,656,1872,708,2164,0,0,2010,2026-02-28 23:05:00.007
129297,SAA,"20260227","01",32220,34752,95,110,772,224,8181,2708,484,1528,755,2006,550,1707,0,6,2510,2026-02-28 23:05:00.007
129296,SAA,"20260227","15",32220,34752,95,110,772,224,8181,2588,587,1487,694,1871,747,1884,0,0,2008,2026-02-28 23:05:00.007
128561,SAA,"20260226","17",31950,34482,92,107,742,221,8091,2697,420,1319,822,2129,850,1333,0,3,2504,2026-02-27 23:05:00.005
128562,SAA,"20260226","13",31950,34482,92,107,742,221,8091,2729,455,1336,826,2095,850,1388,0,0,2474,2026-02-27 23:05:00.005
128570,SAA,"20260226","14",31950,34482,92,107,742,221,8091,2714,437,1310,813,2111,850,1344,0,0,2477,2026-02-27 23:05:00.005
128571,SAA,"20260226","22",32220,34752,95,110,772,224,8181,2713,445,1477,824,2008,691,1544,0,9,2510,2026-02-27 23:05:00.005
128572,SAA,"20260226","02",32940,35652,99,115,802,230,8361,2778,464,1344,873,2099,1066,1354,0,0,2360,2026-02-27 23:05:00.005
128569,SAA,"20260226","20",31950,34482,92,107,742,221,8091,2671,425,1375,824,2039,724,1423,0,8,2508,2026-02-27 23:05:00.005
128559,SAA,"20260226","06",32940,35652,99,115,802,230,8361,2817,501,1439,856,2093,1004,1493,0,0,2392,2026-02-27 23:05:00.005
128568,SAA,"20260226","23",32220,34752,95,110,772,224,8181,2738,464,1529,807,2018,669,1630,0,9,2510,2026-02-27 23:05:00.005
128567,SAA,"20260226","04",32940,35652,99,115,802,230,8361,2817,490,1443,849,2100,1031,1483,0,0,2368,2026-02-27 23:05:00.005
128566,SAA,"20260226","19",31950,34482,92,107,742,221,8091,2683,425,1383,824,2065,761,1421,0,8,2507,2026-02-27 23:05:00.005
128556,SAA,"20260226","12",31950,34482,92,107,742,221,8091,2725,455,1338,837,2077,850,1390,0,0,2467,2026-02-27 23:05:00.005
128573,SAA,"20260226","07",32940,35652,99,115,802,230,8361,2776,483,1385,858,2059,940,1442,0,0,2403,2026-02-27 23:05:00.005
128574,SAA,"20260226","18",31950,34482,92,107,742,221,8091,2723,425,1386,822,2128,835,1413,0,8,2505,2026-02-27 23:05:00.005
128575,SAA,"20260226","11",31950,34482,92,107,742,221,8091,2709,457,1340,835,2039,850,1394,0,0,2427,2026-02-27 23:05:00.005
128576,SAA,"20260226","09",32940,35652,99,115,802,230,8361,2729,466,1356,858,2016,851,1418,0,0,2427,2026-02-27 23:05:00.005
128557,SAA,"20260226","21",32220,34752,95,110,772,224,8181,2679,425,1409,824,2009,692,1456,0,9,2510,2026-02-27 23:05:00.005
128558,SAA,"20260226","10",31950,34482,92,107,742,221,8091,2703,459,1341,831,2029,850,1397,0,0,2413,2026-02-27 23:05:00.005
128565,SAA,"20260226","01",32940,35652,99,115,802,230,8361,2778,453,1310,886,2117,1098,1309,0,0,2359,2026-02-27 23:05:00.005
128577,SAA,"20260226","16",31950,34482,92,107,742,221,8091,2667,420,1260,822,2127,850,1277,0,0,2502,2026-02-27 23:05:00.005
128560,SAA,"20260226","00",32940,35652,99,115,802,230,8361,2754,453,1262,902,2111,1114,1258,0,0,2356,2026-02-27 23:05:00.005
128578,SAA,"20260226","05",32940,35652,99,115,802,230,8361,2819,491,1443,856,2102,1030,1484,0,0,2378,2026-02-27 23:05:00.005
128579,SAA,"20260226","08",32940,35652,99,115,802,230,8361,2759,467,1375,858,2044,912,1420,0,0,2412,2026-02-27 23:05:00.005
128563,SAA,"20260226","03",32940,35652,99,115,802,230,8361,2811,465,1405,874,2103,1066,1420,0,0,2361,2026-02-27 23:05:00.005
128564,SAA,"20260226","15",31950,34482,92,107,742,221,8091,2691,429,1287,816,2119,850,1313,0,0,2488,2026-02-27 23:05:00.005
127834,SAA,"20260225","19",32940,35652,99,115,802,230,8361,2703,450,1188,893,2097,1114,1178,0,0,2336,2026-02-26 23:05:00.007
127832,SAA,"20260225","15",32940,35652,99,115,802,230,8361,2717,451,1228,887,2079,1114,1219,0,0,2312,2026-02-26 23:05:00.007
127831,SAA,"20260225","03",32940,35652,99,115,802,230,8361,2674,506,1344,835,1968,711,1390,0,0,2552,2026-02-26 23:05:00.007
127830,SAA,"20260225","13",32940,35652,99,115,802,230,8361,2724,462,1284,879,2055,1113,1286,0,0,2281,2026-02-26 23:05:00.007
127829,SAA,"20260225","17",32940,35652,99,115,802,230,8361,2703,450,1191,890,2092,1114,1181,0,0,2328,2026-02-26 23:05:00.007
127828,SAA,"20260225","00",32940,35652,99,115,802,230,8361,2667,506,1344,818,1964,711,1390,0,0,2531,2026-02-26 23:05:00.007
127827,SAA,"20260225","10",32940,35652,99,115,802,230,8361,2683,463,1289,867,1998,1095,1292,0,0,2230,2026-02-26 23:05:00.007
127826,SAA,"20260225","21",32940,35652,99,115,802,230,8361,2703,450,1188,895,2100,1114,1178,0,0,2341,2026-02-26 23:05:00.007
127825,SAA,"20260225","06",32940,35652,99,115,802,230,8361,2687,506,1343,854,1975,1095,1389,0,0,2194,2026-02-26 23:05:00.007
127824,SAA,"20260225","12",32940,35652,99,115,802,230,8361,2709,462,1284,871,2037,1113,1286,0,0,2255,2026-02-26 23:05:00.007
127838,SAA,"20260225","14",32940,35652,99,115,802,230,8361,2730,462,1280,884,2066,1113,1282,0,0,2297,2026-02-26 23:05:00.007
127837,SAA,"20260225","20",32940,35652,99,115,802,230,8361,2703,450,1188,893,2097,1114,1178,0,0,2336,2026-02-26 23:05:00.007
127836,SAA,"20260225","23",32940,35652,99,115,802,230,8361,2684,450,1188,900,2105,1114,1178,0,0,2351,2026-02-26 23:05:00.007
127843,SAA,"20260225","11",32940,35652,99,115,802,230,8361,2697,462,1287,871,2014,1095,1289,0,0,2250,2026-02-26 23:05:00.007
127842,SAA,"20260225","18",32940,35652,99,115,802,230,8361,2700,450,1188,892,2095,1114,1178,0,0,2333,2026-02-26 23:05:00.007
127847,SAA,"20260225","08",32940,35652,99,115,802,230,8361,2671,477,1311,855,1978,1095,1328,0,0,2198,2026-02-26 23:05:00.007
127846,SAA,"20260225","05",32940,35652,99,115,802,230,8361,2679,506,1344,848,1971,1095,1390,0,0,2184,2026-02-26 23:05:00.007
127845,SAA,"20260225","16",32940,35652,99,115,802,230,8361,2713,450,1214,890,2083,1114,1204,0,0,2319,2026-02-26 23:05:00.007
127844,SAA,"20260225","09",32940,35652,99,115,802,230,8361,2680,477,1310,857,1986,1095,1327,0,0,2208,2026-02-26 23:05:00.007
127841,SAA,"20260225","07",32940,35652,99,115,802,230,8361,2667,480,1314,855,1977,1095,1334,0,0,2197,2026-02-26 23:05:00.007
127840,SAA,"20260225","02",32940,35652,99,115,802,230,8361,2673,506,1344,829,1966,711,1390,0,0,2544,2026-02-26 23:05:00.007
127839,SAA,"20260225","22",32940,35652,99,115,802,230,8361,2696,450,1188,900,2105,1114,1178,0,0,2351,2026-02-26 23:05:00.007
127835,SAA,"20260225","04",32940,35652,99,115,802,230,8361,2677,506,1344,838,1970,711,1390,0,0,2557,2026-02-26 23:05:00.007
127833,SAA,"20260225","01",32940,35652,99,115,802,230,8361,2671,506,1344,823,1966,711,1390,0,0,2538,2026-02-26 23:05:00.007
127115,SAA,"20260224","08",32670,35382,96,112,772,227,8271,2635,541,1477,742,1876,445,1625,0,0,2566,2026-02-25 23:05:00.005
127114,SAA,"20260224","05",32670,35382,96,112,772,227,8271,2651,579,1534,740,1862,445,1720,0,0,2550,2026-02-25 23:05:00.005
127113,SAA,"20260224","16",32940,35652,99,115,802,230,8361,2609,503,1312,777,1933,445,1405,0,0,2675,2026-02-25 23:05:00.005
127112,SAA,"20260224","09",32940,35652,99,115,802,230,8361,2639,541,1477,745,1877,445,1625,0,0,2570,2026-02-25 23:05:00.005
127111,SAA,"20260224","11",32940,35652,99,115,802,230,8361,2633,529,1419,755,1881,445,1555,0,0,2584,2026-02-25 23:05:00.005
127110,SAA,"20260224","18",32940,35652,99,115,802,230,8361,2617,498,1298,790,1937,445,1386,0,0,2692,2026-02-25 23:05:00.005
127109,SAA,"20260224","07",32670,35382,96,112,772,227,8271,2635,551,1498,742,1875,445,1656,0,0,2565,2026-02-25 23:05:00.005
127108,SAA,"20260224","02",32670,35382,96,112,772,227,8271,2633,579,1521,738,1845,432,1720,0,0,2531,2026-02-25 23:05:00.005
127107,SAA,"20260224","22",32940,35652,99,115,802,230,8361,2653,506,1337,803,1953,494,1384,0,0,2721,2026-02-25 23:05:00.005
127106,SAA,"20260224","14",32940,35652,99,115,802,230,8361,2664,528,1420,757,1931,445,1555,0,0,2636,2026-02-25 23:05:00.005
127105,SAA,"20260224","20",32940,35652,99,115,802,230,8361,2622,505,1298,792,1944,454,1384,0,0,2701,2026-02-25 23:05:00.005
127104,SAA,"20260224","23",32940,35652,99,115,802,230,8361,2656,506,1338,806,1959,711,1384,0,0,2514,2026-02-25 23:05:00.005
127103,SAA,"20260224","04",32670,35382,96,112,772,227,8271,2649,579,1534,740,1859,445,1720,0,0,2547,2026-02-25 23:05:00.005
127102,SAA,"20260224","19",32940,35652,99,115,802,230,8361,2619,502,1298,792,1940,451,1384,0,0,2697,2026-02-25 23:05:00.005
127101,SAA,"20260224","01",32670,35382,96,112,772,227,8271,2617,579,1496,737,1843,407,1720,0,0,2528,2026-02-25 23:05:00.005
127100,SAA,"20260224","15",32940,35652,99,115,802,230,8361,2653,517,1373,774,1934,445,1486,0,0,2667,2026-02-25 23:05:00.005
127099,SAA,"20260224","03",32670,35382,96,112,772,227,8271,2645,579,1534,739,1853,445,1720,0,0,2540,2026-02-25 23:05:00.005
127098,SAA,"20260224","13",32940,35652,99,115,802,230,8361,2654,528,1420,757,1917,445,1555,0,0,2622,2026-02-25 23:05:00.005
127097,SAA,"20260224","17",32940,35652,99,115,802,230,8361,2614,498,1299,786,1935,445,1387,0,0,2686,2026-02-25 23:05:00.005
127096,SAA,"20260224","00",32670,35382,96,112,772,227,8271,2605,579,1481,736,1834,392,1720,0,0,2518,2026-02-25 23:05:00.005
127095,SAA,"20260224","06",32670,35382,96,112,772,227,8271,2654,579,1534,742,1866,445,1720,0,0,2556,2026-02-25 23:05:00.005
127094,SAA,"20260224","10",32940,35652,99,115,802,230,8361,2637,536,1438,747,1880,445,1581,0,0,2575,2026-02-25 23:05:00.005
127093,SAA,"20260224","21",32940,35652,99,115,802,230,8361,2643,506,1321,795,1948,478,1384,0,0,2708,2026-02-25 23:05:00.005
127092,SAA,"20260224","12",32940,35652,99,115,802,230,8361,2644,528,1419,757,1896,445,1554,0,0,2601,2026-02-25 23:05:00.005
126376,SAA,"20260223","02",32670,35382,96,112,772,227,8271,2533,639,1670,622,1665,298,2063,0,0,2235,2026-02-24 23:05:00.012
126375,SAA,"20260223","22",32670,35382,96,112,772,227,8271,2574,579,1447,727,1821,358,1720,0,0,2496,2026-02-24 23:05:00.012
126374,SAA,"20260223","14",32670,35382,96,112,772,227,8271,2568,589,1544,684,1743,314,1871,0,0,2375,2026-02-24 23:05:00.012
126362,SAA,"20260223","10",32670,35382,96,112,772,227,8271,2548,596,1562,658,1712,314,1896,0,0,2318,2026-02-24 23:05:00.012
126373,SAA,"20260223","23",32670,35382,96,112,772,227,8271,2592,579,1464,732,1828,375,1720,0,0,2508,2026-02-24 23:05:00.012
126372,SAA,"20260223","20",32670,35382,96,112,772,227,8271,2540,579,1413,714,1797,324,1720,0,0,2459,2026-02-24 23:05:00.012
126371,SAA,"20260223","04",32670,35382,96,112,772,227,8271,2558,639,1686,627,1680,314,2063,0,0,2255,2026-02-24 23:05:00.012
126370,SAA,"20260223","19",32670,35382,96,112,772,227,8271,2537,579,1413,712,1794,324,1720,0,0,2454,2026-02-24 23:05:00.012
126369,SAA,"20260223","01",32670,35382,96,112,772,227,8271,2520,639,1651,621,1663,279,2063,0,0,2232,2026-02-24 23:05:00.012
126368,SAA,"20260223","15",32670,35382,96,112,772,227,8271,2562,584,1481,688,1763,314,1803,0,0,2399,2026-02-24 23:05:00.012
126367,SAA,"20260223","13",32670,35382,96,112,772,227,8271,2567,596,1555,686,1727,314,1889,0,0,2361,2026-02-24 23:05:00.012
126383,SAA,"20260223","08",32670,35382,96,112,772,227,8271,2585,617,1620,645,1712,314,1975,0,0,2305,2026-02-24 23:05:00.012
126382,SAA,"20260223","05",32670,35382,96,112,772,227,8271,2562,639,1686,631,1691,314,2063,0,0,2270,2026-02-24 23:05:00.012
126381,SAA,"20260223","16",32670,35382,96,112,772,227,8271,2543,582,1460,697,1772,314,1780,0,0,2417,2026-02-24 23:05:00.012
126380,SAA,"20260223","09",32670,35382,96,112,772,227,8271,2570,609,1602,645,1711,314,1949,0,0,2304,2026-02-24 23:05:00.012
126379,SAA,"20260223","11",32670,35382,96,112,772,227,8271,2541,596,1553,669,1702,314,1887,0,0,2319,2026-02-24 23:05:00.012
126378,SAA,"20260223","18",32670,35382,96,112,772,227,8271,2530,569,1415,706,1782,314,1722,0,0,2436,2026-02-24 23:05:00.012
126377,SAA,"20260223","07",32670,35382,96,112,772,227,8271,2590,622,1655,643,1713,314,2015,0,0,2304,2026-02-24 23:05:00.012
